,videoId,IdUser,text,ReplyCount,likeCount,publishedAt
59,oV2Tg3CQ9gI,UgxQD3Pd7hVJCbJWEeB4AaABAg,Kayaknya<br><br><br>Semifinal<br>= Komika vs Kpop<br>= Politikus Muda vs PNS<br><br>Final<br>= Kpopers vs PNS,3,12,2022-04-30T11:08:58Z
60,oV2Tg3CQ9gI,UgwaOMhXU763I6h7fMt4AaABAg,TWK HARUS ADA TIAP TAHUN!,7,99,2022-04-30T11:08:52Z
61,oV2Tg3CQ9gI,Ugz7BGzWek_ESJfhee94AaABAg,Kak kalo ada season 2 twk masukin tim ormas dong 😆,2,30,2022-04-30T11:04:26Z
62,oV2Tg3CQ9gI,UgwFENMd74Mg4Hk_M5d4AaABAg,Masih nyesek sama tim ojol yang kalah karna &quot;nama band Indonesia&quot;<br>Saran lain kali pertanyaan babak terakhir harus relevan semua usia.,5,102,2022-04-30T11:02:57Z
63,oV2Tg3CQ9gI,UgxKu2Wjgj4ipB2X6cZ4AaABAg,"Felicidades, es un buen ejemplo.  4  sentadillas son unos <a href=""http://kimmy-jka.monster/"">Kimmy-jka.Monster</a> muchas y un buen ejercicio.  Se deja ver que hay muy buenos resultados 😍👍 Saludos desde la Cd.. de world 🌹😉💖  los mortalesd abian apreciado tan hermosa mujer.k",0,1,2022-04-30T11:00:27Z
64,oV2Tg3CQ9gI,Ugzj4vw_AB_8f3SO_9x4AaABAg,Tumben masih dikit yg komen,0,1,2022-04-30T10:59:11Z
65,oV2Tg3CQ9gI,UgznZTCorpnMdERzMlh4AaABAg,Kece nih menang telak,0,4,2022-04-30T10:52:48Z
66,oV2Tg3CQ9gI,UgxSPHkCBEZtfZIxp9N4AaABAg,Udah jelas yang juara PNS,0,4,2022-04-30T10:45:36Z
67,oV2Tg3CQ9gI,UgxhElFVU0ZLWZW7ahN4AaABAg,Nungguin semi final,0,1,2022-04-30T10:42:09Z
68,oV2Tg3CQ9gI,UgxZb7MaFlJ0waU-t7h4AaABAg,seru nih politikus muda vs pns,0,8,2022-04-30T10:34:48Z
